"GSM1570043";"GSM1570044";"GSM1570045";"GSM1570046";"GSM1570047";"GSM1570048";"GSM1570049";"GSM1570050";"GSM1570051";"GSM1570052";"GSM1570053";"GSM1570054"
"LOC150005";4.41216482;4.632971694;4.578785762;4.574659639;4.720190692;4.699019051;4.923538373;4.514337933;4.919157267;4.466087001;4.736832561;4.795840543
"LOC150051";5.908512352;5.401399264;4.568732486;5.038936427;4.242852686;4.429111736;4.275773283;4.574545834;4.291957722;4.466087001;4.531849729;4.656313986
"LOC150776 /// SMPD4";9.353623325;9.374957226;8.725353604;8.864775036;8.904694642;8.477027024;8.397835255;8.446043444;8.41713679;8.886822634;8.50029849;8.472159736
"LOC151121";5.116103343;5.305346949;5.162453637;5.139656033;5.160024447;5.163479851;5.38046299;5.219275069;5.335193135;5.396918841;5.22667176;5.325494233
"LOC151174";5.366905652;5.484740806;5.557331542;5.416139052;5.347605464;5.496703162;5.396629292;5.328812983;5.540286084;5.482076819;5.384234391;5.628358254
"LOC151484";4.966409774;4.706902124;4.575216267;4.73209717;4.689114956;4.501513597;4.680915026;4.654282088;4.658076527;4.665735671;4.767105251;4.612037194
"LOC151657";4.666547768;4.899048873;5.743528289;5.255217918;5.058848996;5.963218467;5.503122625;5.586372019;6.017532442;5.443105438;6.011532722;4.827291622
"LOC151760";6.111585565;5.899645961;5.368079662;5.421647824;5.485191558;5.262398817;5.557413189;5.486646379;5.358815535;5.171585387;5.383798022;5.84819846
"LOC152225";3.682005918;3.713143591;3.684908109;3.607075876;3.440924864;3.599672265;3.497926729;3.582444137;3.683297405;3.591074311;3.746999673;3.646232425
"LOC152274";3.463642399;3.546663442;3.504834179;3.509619896;3.501833701;3.759011399;3.416095479;3.499186259;3.528611617;3.640815514;3.520412306;3.535254897
"LOC152578";3.515542179;3.630646925;3.366667844;3.339587203;3.338408946;3.295544461;3.379601766;3.297118822;3.42617807;3.235022023;3.379979968;3.419929069
"LOC152586";3.026974161;3.001076841;2.911757663;3.087523031;2.958106309;2.877699088;3.022830588;2.96703569;2.946439345;2.990493887;2.831520762;2.989617899
"LOC153546";5.698258561;6.160614185;6.414127784;6.266139051;6.663491165;6.075019731;6.42011068;5.951376088;6.544910763;6.737135254;6.447567496;6.879022237
"LOC153577";4.014042237;4.174648128;5.915985491;5.661021168;5.626176947;5.864549317;6.330575047;5.538561656;5.092594696;5.897963481;6.550027883;6.278976979
"LOC153682";3.679187387;3.458578083;4.938486617;4.185370559;4.44628432;5.022857977;4.551950565;4.546066596;4.667252072;5.877569256;5.670899452;4.874800977
"LOC153684";4.775625492;5.541549917;7.594821979;7.308144623;6.323896717;7.508288181;7.526692947;7.142762862;7.362007219;7.540877573;7.540032047;7.935954286
"LOC153811 /// RNF130";4.589274993;4.710636286;4.676746019;4.595051471;4.641697697;4.510437461;4.628966184;4.539214575;4.674357707;4.582010221;4.816601458;4.541363941
"LOC153910";4.07893169;3.913323978;3.935482913;3.943736112;3.846720832;3.889529117;3.913323978;3.694504259;4.00791361;3.844863925;3.897452219;3.846720832
"LOC154761";5.313489604;4.812013352;7.470001921;7.377034091;7.07303498;8.395233828;7.351530714;7.381867789;7.321644724;7.626444572;8.1782614;7.417481737
"LOC154872";4.167022203;4.182071929;4.31901569;4.316936358;4.228050895;3.854166951;4.248702921;4.175367143;4.197713235;3.963316595;4.200912736;4.347170861
"LOC155060";7.27221515;6.991002686;6.874276953;6.928445947;6.77796232;6.866400554;6.845374741;6.856193665;6.717993957;6.916184908;7.150050291;6.942152048
"LOC155060 /// ZNF783";6.341593168;6.576175757;6.326933082;6.295790818;6.135609687;6.311774689;6.500709944;6.296994497;6.319142239;6.235047387;6.412038028;6.192166116
"LOC157273";3.886869157;3.84625036;3.736685367;3.83260689;3.838046414;3.890361617;3.823476722;3.806057066;3.833674163;3.817512012;3.840841258;3.773941558
"LOC157503 /// XKR4";3.804367493;3.65079822;3.43808401;3.432083687;3.488741081;3.375641998;3.386681901;3.469785657;3.50684778;3.599873251;3.439143811;3.472736504
"LOC157562";5.793160143;6.665589855;6.540601567;7.067499141;6.434375943;6.859798071;6.833474117;6.601074229;6.78878054;6.844841381;7.214335636;6.397352728
"LOC157740";5.546538702;5.773031877;4.862026873;5.446115707;5.370036425;5.054990971;5.393596027;5.236374313;4.847700472;5.593795624;4.59637127;5.736720117
"LOC157860";6.16110701;5.984174619;5.604824628;5.686500428;5.685526259;5.822989854;5.821539708;5.650545959;5.768895228;5.703698785;5.902972383;5.642945666
"LOC157931";5.038887035;5.001708269;4.728811974;4.890639142;4.695981611;4.716998053;4.770629425;4.654322996;4.686603581;4.664627065;4.703783614;4.805447377
"LOC158402";5.006687064;5.091154008;6.389704427;5.218958826;5.401942717;4.617390377;5.105485435;5.618453439;4.194501439;5.050257582;4.889974508;5.384038128
"LOC158402 /// RP11-4O1.2";5.679799517;6.471417216;8.221204027;7.094650884;7.42882853;7.201021606;7.254634614;8.191337367;5.875984361;7.321789144;7.182652114;7.825342259
"LOC158434";3.653675047;3.980140372;3.551527639;3.583866834;3.563536643;3.488948269;3.591165368;3.473119032;3.437088999;3.739802486;3.564411746;3.426421885
"LOC158960";7.207490364;6.953639538;7.391281366;7.500927667;6.710176599;7.374539638;7.739047808;7.321734175;6.393597821;6.671779241;6.460418918;7.49449858
"LOC1720";3.265301505;3.173819104;3.172844163;3.207520232;3.200540651;3.050497777;3.171047309;3.176041944;3.214988607;3.20588813;3.061106074;3.095582091
"LOC200609";3.958675695;4.136544564;4.495000818;4.109788222;4.304353591;4.348488402;4.037215882;4.068106571;4.050906151;4.353004032;4.178863322;4.111505217
"LOC200772";5.208470144;5.790190263;5.08536487;5.10549288;5.345837885;4.933779596;5.18660352;4.839202997;5.004297239;5.038450924;5.190994608;5.264554364
"LOC200830";3.893553374;3.902002799;3.953901339;3.803802859;3.845883948;3.909650892;3.84007081;4.024818211;3.775263422;3.769337138;3.835176108;3.695680787
"LOC202025";6.788128356;6.701398544;8.607433794;8.238725621;9.263391265;9.621012008;8.859625054;8.417091846;8.889841318;9.558264573;9.167511595;8.062178584
"LOC202181";6.980474232;7.154468158;8.345571795;8.717006545;8.792952258;9.028859305;8.590380586;8.32350343;8.341393516;8.762527544;9.026400924;7.970539526
"LOC219688";3.833193434;4.217642241;3.887347893;4.00349782;3.844424678;3.836685894;3.839951466;3.985329356;3.862624617;3.870799414;3.865447966;3.822564754
"LOC219690";3.535638311;3.699297655;3.511781316;3.870693773;3.466163014;3.666057007;3.630564799;3.718302173;3.648456943;3.580103188;3.722331612;3.69250044
"LOC220077";6.613603075;6.671779241;6.461159965;6.715058649;5.802103371;6.255269264;6.811701117;6.603203389;6.457342554;6.229870388;6.210585331;6.550758205
"LOC220729 /// SDHA /// SDHAP1 /// SDHAP2";8.018809344;8.003432178;8.102418244;7.729697548;8.594567242;8.484443323;8.60716094;7.495156765;8.226093371;8.863570979;8.21412183;8.26533105
"LOC221122";5.189303677;5.290493219;5.003892683;4.92520327;4.897001113;5.083256098;5.1125199;5.074476591;5.036117407;5.275201618;4.982607476;5.02773927
"LOC221272";5.591128021;5.103669453;5.886909612;6.067644841;5.289908739;5.839777986;6.414312149;5.708392733;5.991800557;5.930684783;6.094611416;5.823925073
"LOC221814";3.328171032;3.337537313;3.072178165;3.354368509;3.089915795;3.071946882;3.243784434;3.038343047;3.243493362;3.127094177;3.133688711;3.033000629
"LOC221946";7.192858758;7.154890787;6.831739146;6.887458315;7.709321415;7.213010486;7.24993485;7.222834104;7.63045677;7.442203066;6.509585331;7.0806652
"LOC253044";6.215714447;6.083848847;5.785754641;5.91163722;6.030000886;5.796136494;5.851073713;6.001325301;5.834371844;6.06935551;5.882715785;5.904302105
"LOC253573";4.261686049;4.310825719;4.141047408;4.303300631;4.293559531;4.019587198;4.261276923;4.00413433;4.278309749;4.219052989;4.34100326;4.166147437
"LOC253805";4.379843336;4.234003606;4.144543981;4.220129244;4.180052205;4.206607885;4.247957436;4.074675721;4.214396777;4.228951764;4.082328516;4.100736041
"LOC254028";4.363595099;4.699221196;4.452975043;4.722156908;4.32131345;4.489533695;4.65348592;4.385070201;4.41560691;4.41282791;4.617796199;4.360084606
"LOC254057";7.765238522;7.582079756;6.797976334;6.88758933;7.033957353;6.730801005;6.719380422;6.542550287;6.782111754;7.105428924;6.274017482;6.532333326
"LOC254896 /// TNFRSF10C";5.813454388;5.829582897;7.917879177;7.564274718;9.658081355;9.221181815;8.953464884;9.31441481;9.866134119;9.091952052;7.48580994;8.652336339
"LOC255177";4.332862424;4.4110757;4.249068773;4.300476557;4.158500236;4.025047572;4.304041476;4.300005175;4.209891136;4.195349017;4.323576432;4.227389853
"LOC255654";6.848097016;7.137088094;6.988164504;7.086977085;7.062637875;7.09166691;7.347733242;7.240225738;7.149281891;7.143361675;7.049037551;6.904496859
"LOC257152";4.323825502;3.842124759;3.669484042;3.704742732;3.710510573;3.594591135;3.663282748;3.681410229;3.691753026;3.643118366;3.931936421;3.606891411
"LOC257396";6.298161245;5.746897374;4.524368669;4.296931135;4.752890503;4.445020893;4.843432438;4.877703394;5.240223869;4.919726802;4.940252237;5.064094838
"LOC280665";3.462149602;3.582337329;3.435552777;3.444443877;3.504016687;3.562754909;3.625580136;3.354697935;3.552107765;3.481611228;3.290283798;3.222970341
"LOC283038";3.176926425;3.136083709;3.042640507;3.176993648;3.489172114;3.198885387;3.130495671;3.083766374;3.196991073;3.239548011;3.019467628;3.057381537
"LOC283045";4.807755522;5.207752301;4.754415228;5.188361792;4.903461589;5.106119324;5.125504813;4.748702763;4.99957915;5.172695299;4.979978428;4.936408635
"LOC283070";7.321362422;7.236775343;8.595165767;8.912902456;9.141225555;8.705510356;8.632054245;8.671440436;8.887777007;8.883523679;8.18641924;8.385590854
"LOC283075";4.613222076;4.505171149;4.380274259;4.346439141;4.440862599;4.510240127;4.357659212;4.296566559;4.327742782;4.932416079;4.173755821;4.562356406
"LOC283112";3.343131358;3.388834993;3.330848247;3.334663358;3.282596724;3.435171936;3.296010024;3.264763558;3.362980764;3.422623946;3.606391718;3.406580734
"LOC283177";6.434202302;6.573143445;6.235053655;6.559037183;6.327385072;6.344662281;6.343817093;6.304472532;6.717049085;6.211218884;6.426774659;6.361849994
"LOC283194";5.37170686;5.715703555;5.487308083;6.199317886;5.789596376;5.963871559;5.795537354;6.087334868;6.551783461;5.849201508;5.996950602;5.975078386
"LOC283214";4.681597168;4.976443127;4.560259353;4.893210987;4.451878272;4.432726818;4.690294372;4.655059025;4.592726144;4.522405731;4.609004938;4.464882845
"LOC283278 /// PLEKHA7";6.974094079;6.473663414;5.769790479;5.861442913;5.789596376;5.717542763;5.647664372;5.822982874;5.939394464;6.096956418;5.916065431;5.816085688
"LOC283335";6.720363356;6.733505111;6.41636035;6.32224698;6.599066985;6.374378655;6.656212593;6.485976446;6.402845404;6.43106454;6.388999315;6.324447764
"LOC283352";3.668299;3.543884047;3.754541291;3.789774152;3.803077355;3.713309652;3.795255611;3.650769265;3.752918909;3.730554538;3.974958388;3.520699573
"LOC283357";5.909979013;5.934245566;7.649243811;7.260568729;6.373617282;7.709935486;6.809724725;7.141773128;6.856560811;6.694630419;7.460422173;6.77694544
"LOC283387";4.187089845;4.414291035;4.23792365;4.41649001;4.352193066;4.187875435;4.590912219;4.437111529;4.474405372;4.451320522;4.666120743;4.593458531
"LOC283435";4.096617414;4.504550074;4.234570685;4.362522817;4.548986572;4.240915134;4.458824295;4.355019886;4.24694383;4.493090438;4.140207163;4.263945394
"LOC283454";6.658170138;6.879801293;5.557466156;6.54748933;6.640057444;5.105089796;5.838228516;5.60647533;6.570432566;5.652169028;6.125391873;5.708572987
"LOC283482";3.739372883;3.981283335;3.954555126;3.883232649;3.946335441;3.893545995;3.837540026;3.82609445;3.942090867;4.048792709;3.871831024;3.863961098
"LOC283484";3.938786469;3.968112419;3.875739582;3.883584729;3.941655166;3.938041751;3.932262267;3.975738888;3.970113265;3.906732177;3.976876331;3.963886498
"LOC283485";4.62796845;4.720153569;4.627057622;4.744762767;4.870144006;4.852042;4.686645961;4.815130202;4.907735625;4.624601299;4.665706105;4.658848468
"LOC283516";3.842678098;3.360043392;4.117737693;3.902331599;5.027476828;4.304485966;4.668956172;3.632674721;4.64076513;4.150877475;4.375431125;5.34007831
"LOC283585";3.357211787;3.28865309;3.21574599;3.224799583;3.402053752;3.415347079;3.340462152;3.427277993;3.295699827;3.362639791;3.246920223;3.274846224
"LOC283588";5.731104489;6.150673806;6.084132747;5.79509505;6.450086601;7.118525172;6.037240112;6.329948336;6.332739083;7.330710489;6.534326191;5.033527052
"LOC283665";3.623389937;3.891964608;3.743226798;3.653370284;3.671668645;3.667140643;3.625136167;3.532041535;3.624682168;3.633477914;3.625136167;3.509790772
"LOC283674";6.523533881;6.864526443;6.763735336;6.931091368;6.543010328;6.829142058;6.871486495;6.87693203;6.77105324;6.790048922;6.947832311;6.759620846
"LOC283682";3.402587197;3.416169605;3.349942855;3.297797704;3.381190436;3.342296092;3.465261282;3.484688948;3.301830748;3.382918995;3.354475228;3.388277179
"LOC283692";4.342327798;4.688756706;4.297255678;4.474669991;4.265446573;4.168345115;4.293353596;4.303037439;4.309428757;4.236762192;4.191499388;4.327102329
"LOC283693";4.075310543;4.234765766;4.356555709;4.113115347;3.963472744;4.801356758;4.283046515;4.215139988;4.303536085;4.185077765;4.258259741;3.827759867
"LOC283713 /// OTUD7A";4.240840777;4.213835429;4.538275907;4.239709208;4.032579935;4.706751846;3.663167057;4.144974873;4.066625474;4.508789092;4.701651357;3.65475273
"LOC283731";3.213886679;3.37755969;3.198115182;3.103211538;3.371294176;3.153190085;3.319502864;3.207026447;3.163155376;3.164770835;3.204643173;3.214612753
"LOC283737";4.360400676;4.326332814;4.1565897;4.011460065;4.146877814;4.112557029;4.177367507;4.188551106;3.94911417;4.167643298;4.127982914;4.153275161
"LOC283745";6.72205581;6.310935486;6.47510073;7.282114124;6.527947403;7.031020139;6.313696366;6.906538044;6.708951041;6.147656285;6.668145245;6.891843647
"LOC283788";7.055386088;6.575483341;7.740866126;7.84099741;7.449774059;8.538657981;7.944410356;7.626025568;7.802759;7.582322697;8.596913078;7.664019814
"LOC283856";3.744794268;3.693533147;3.599394154;3.488836033;3.785589151;3.794774658;3.6218252;3.653578906;3.642645681;3.626899635;3.641599711;3.574656579
"LOC283861";7.040383299;7.224861148;7.309204981;6.903256446;7.078087366;7.540741931;7.386394597;7.248629684;7.061004239;6.700463449;6.782392959;6.922701702
"LOC283887";5.763308168;5.294621854;5.733692434;6.308925554;6.109274265;6.307079555;6.507293942;6.140778612;6.832793878;5.826205959;5.829419945;6.151549017
"LOC283914";6.591022068;7.058569672;6.813818144;6.898375504;7.143522937;7.018650003;7.073895368;6.854297702;7.063289068;6.973889237;7.042070273;6.921580995
"LOC283922 /// PDPR";5.061174108;5.164910099;5.130570879;5.337915975;4.628630658;5.186443405;5.220146982;5.31270823;5.196442792;4.994858284;5.896761769;5.206184932
"LOC284009 /// METTL16";8.995240655;8.971944234;8.346271473;8.596044878;8.362005468;8.238081755;7.860429887;8.530289926;8.222845654;7.598957578;8.103027631;8.179986995
"LOC284014";4.777313872;5.085840014;5.018820945;4.886047226;4.768484131;4.734330108;4.994925629;4.619693604;5.043024717;4.941389217;4.870600592;4.947108214
"LOC284023";4.987406013;5.078088758;6.817464156;6.740680826;5.841705663;7.330418421;6.880410264;6.57064208;6.485783661;6.438770279;6.990667244;6.159427239
"LOC284080";3.854622534;4.113005343;3.61530407;3.702962484;3.508179787;3.516470388;3.555843749;3.60808298;3.521362597;3.516687201;3.591227103;3.592887295
"LOC284112 /// MIR195 /// MIR497 /// MIR497HG";8.094793079;7.979014079;8.263130121;8.147080501;8.185474522;7.830506501;8.046584957;8.276741995;7.869884045;7.743965155;8.036213253;8.507377502
"LOC284219";4.563920529;3.750606692;3.281569546;3.087302864;3.206169063;3.026833913;3.21120512;3.343975241;3.282588365;3.220744857;2.950756867;3.279421251
"LOC284240";5.25285464;5.601028932;5.164693675;5.329613669;4.881290253;5.259816619;5.378793594;5.169487262;5.211188731;5.13178011;5.07795617;5.092770896
"LOC284242";3.933562171;3.690404367;3.95288297;4.28273765;3.813096705;3.917742365;4.334085245;3.674065062;4.388674082;3.979784786;4.062751757;3.822564754
"LOC284263";3.410975262;3.538624072;3.408248087;3.447151095;3.523726915;3.383747719;3.204006388;3.376912561;3.370091098;3.49851976;3.364485083;3.462368689
"LOC284294";4.478764531;4.422551025;4.518219335;4.54197217;4.622752974;4.591054359;4.546319651;4.533233541;4.555568077;4.594916525;4.529579347;4.632579499
"LOC284373";3.956757016;4.01099744;4.141653619;4.280186222;4.244495667;4.367764985;4.320288546;4.110169319;4.243446224;4.123736955;4.153204221;4.146120496
"LOC284379";4.799308791;4.79608673;4.674312934;4.773117677;4.814448104;4.851850376;4.96838129;4.824223678;4.830212319;4.824536081;5.094103435;4.71897961
"LOC284395";4.898496243;4.907519799;5.080520429;5.115846904;5.363261303;5.061007564;5.203597181;5.214046844;5.105836998;5.227924355;5.091943196;5.05655232
"LOC284454 /// MIR23A /// MIR24-2";9.600177997;9.481875196;10.41782283;9.570717582;10.96045153;10.090287;10.84746087;9.706264268;10.35628177;10.72198569;10.19222756;11.02561739
"LOC284513";8.307546905;7.854585692;7.883803187;8.42712096;9.075281611;8.891680266;8.723503204;8.01386881;8.6030897;8.769823914;8.700096895;8.381812605
"LOC284561";4.120914493;4.401737661;4.123192942;4.368063579;4.463474747;4.364185389;4.392157378;4.340537368;4.639496205;4.541333853;4.326729765;4.238756521
"LOC284578";3.437861035;3.365426104;3.187802244;3.177303152;3.364464126;3.3350263;3.322513121;3.333624116;3.21879405;3.651876138;3.298538686;3.324324071
"LOC284600";6.072033625;6.49721108;6.255279567;6.498910053;6.622784064;6.676950188;6.830529332;6.475513915;6.839630541;6.342744657;6.770503876;6.5542268
"LOC284630 /// TTC34";4.770388402;4.986256226;4.75467546;5.144558242;4.904487609;4.9472328;4.926196294;5.041984525;5.375232957;5.073651249;5.160233409;4.736225708
"LOC284632";6.009152022;6.13389024;5.877451181;5.848576627;5.881821635;6.052170766;6.052989465;6.076283935;6.134137645;5.95588178;5.930631944;6.042945775
"LOC284648";5.265739671;5.245224916;5.188730925;5.52153224;5.247173145;5.268166196;5.503064893;5.224001959;5.355908887;5.25972138;5.195994083;5.252049752
"LOC284661";5.279675972;5.087437391;5.02041101;5.144704286;4.863183197;5.288477757;5.190026503;5.037875008;5.105265924;4.95420588;5.353836601;5.139973324
"LOC284669";4.515372472;4.677051142;4.550919212;4.850714931;4.798346916;4.65160807;4.465855552;4.618580562;4.563223706;4.642704541;4.719983451;4.625560143
"LOC284788";4.353419485;4.858790667;4.42291495;4.655817231;4.833205351;4.543312062;4.532698306;4.51073641;4.514128466;4.408619355;4.306136252;4.358527111
"LOC284798";5.878519136;5.923190507;5.853292305;5.827106799;5.729759004;5.826344189;5.949317767;5.760399846;5.875446917;5.932784893;5.866531532;5.912025125
"LOC284825";3.758392431;3.629379155;3.509102069;3.570516224;3.825896766;3.621138085;3.492953362;3.447151095;3.553496358;3.776635603;3.431813064;3.570516224
"LOC284837";6.817724944;6.892239858;7.972809396;7.658105742;6.63934559;6.201193904;8.633483052;6.796663273;6.881249687;7.188299679;8.148753215;8.58864313
"LOC284865";5.503713351;5.668154465;5.555245173;5.790431596;5.255415751;5.48788887;5.550460437;5.621900214;5.505261851;5.450185849;5.381718983;5.526937138
"LOC284889";11.88847366;11.97514491;10.79426744;11.05328223;9.622421273;10.0050304;10.44217264;10.98777352;10.63636418;9.469896368;10.43428353;10.81244144
"LOC284898";4.29306213;4.345246634;3.901200402;3.899862313;3.774769771;4.047110371;4.087458558;3.999419033;4.085205472;3.993298898;3.974958388;4.023356506
"LOC284912 /// MB";6.381447277;6.366080181;5.999197611;6.181327877;6.009167627;5.909165394;6.06743034;5.997176828;6.061923769;6.115736976;5.981383232;6.019320235
"LOC284926";8.066552137;7.857316676;7.00943169;7.120194987;7.313817212;6.890613116;6.355467466;7.023018832;6.662308702;6.865938701;6.169766569;7.137440934
"LOC284930";4.122795994;4.390739221;4.008649345;4.005296349;4.028478635;3.815424442;4.018570485;4.003125775;4.011668326;4.082120569;4.269677489;4.244926001
"LOC284933";4.249243586;4.247704786;3.989202082;4.154594915;4.080894719;4.052433176;4.083687488;4.082568488;4.19694923;4.093415172;4.128623845;4.090188468
"LOC284939 /// MAPK8IP2";6.583438717;7.131581031;6.57649368;6.329177755;6.235159926;6.312184167;6.648701878;6.560274431;6.372417505;6.128592057;6.656171071;6.508416947
"LOC284950";4.016828628;3.582820664;3.574549063;3.453240212;3.778816843;3.469629348;3.508179787;3.524844371;3.644723698;3.672749004;3.488576404;3.521729299
"LOC285000";4.785213336;5.029202537;4.875830142;4.808471974;4.819366774;4.761022018;4.700755336;4.794477588;4.672669032;4.64982434;4.784880519;4.594836012
"LOC285043";4.588748085;4.387709606;4.48772785;4.58957878;4.586866882;4.514818052;4.668089897;4.380531941;4.615289104;4.592457043;4.669669339;4.497419763
"LOC285074 /// LOC730268";8.402524422;8.140640907;8.875931089;8.678448654;9.478952729;9.06771407;8.998473295;8.861333392;8.907488325;9.16698954;8.941084555;8.766675626
"LOC285095";5.639307229;5.99780446;5.449382507;5.54171711;5.57911341;5.473722783;5.536695847;5.497720973;5.595878936;5.438477178;5.781479336;5.406264559
"LOC285147";6.355093804;5.987666102;6.707828812;6.210417874;8.052319247;7.624967832;6.9726202;6.804878031;7.672419982;8.439640658;6.794705119;6.544910763
"LOC285178";8.032241347;8.151040496;7.548569621;7.408642293;6.802557321;7.295522673;6.882964859;7.568241543;7.081312541;6.324686042;7.569967623;6.67054685
"LOC285181";4.563548478;4.882331603;5.289915793;4.808558494;5.558886986;4.931558024;5.607612961;4.978086817;4.991958371;5.494252317;4.919005134;5.649644618
"LOC285191";6.128986297;6.414312149;5.897318093;6.094859831;5.774398823;5.970441122;6.207907668;5.919963961;6.020803761;5.937096957;6.031867037;6.012101594
"LOC285300";4.274666735;4.670279641;4.124967222;4.136117801;3.919849056;4.090544785;4.219408117;4.199163168;4.078971442;4.068408967;4.051133869;4.11684625
"LOC285419";3.168474424;3.300738793;3.256275608;3.178917055;3.179837943;3.195382622;3.261269953;3.183330403;3.227136328;3.178917055;3.178761552;3.185158898
"LOC285422";3.762640983;4.223237551;3.947769333;3.799929814;3.839950573;3.874567825;4.069396045;3.835807941;3.895396336;3.967775987;3.908658102;3.851874878
"LOC285423";3.696942147;3.795432573;3.67184417;3.649177972;3.751367164;3.576433981;3.573744613;3.78178657;3.684219194;3.860114254;3.703801065;3.508059933
"LOC285500";3.058079541;3.019974896;3.222364955;3.153121689;3.353202137;3.173709282;3.139264402;3.10790826;3.006275309;3.240296724;3.122296488;3.067445822
"LOC285556";3.931213407;3.887347893;3.674145663;3.731899702;3.835072667;3.560186418;3.796662851;3.560838921;3.845944039;3.727803811;3.649782508;3.662364315
"LOC285593";5.08183428;5.26730385;4.930713944;5.049887344;4.880830817;5.309999095;5.33980024;5.051848082;5.39146611;5.268762949;5.418280645;5.077411195
"LOC285627";4.086288561;3.722530092;3.435552777;3.581388534;3.826649274;3.265855007;3.510209538;3.429676209;3.701696293;3.646536099;3.283944764;3.444137019
"LOC285628 /// MIR146A";4.521028671;4.850396243;5.331279216;5.081288764;5.062936227;6.130687178;5.285852159;4.968394871;5.498925775;6.022080058;5.832651562;4.957343781
"LOC285638";4.523661325;4.38990407;4.380791853;4.798352016;4.708264137;4.623353971;4.54703506;4.471417454;4.627416219;4.59637127;4.398835929;4.498686258
"LOC285692";4.368299698;4.350255318;4.153645564;4.265033682;4.295007253;4.20267438;4.359026278;4.093415172;4.389994636;4.255174531;4.282914077;4.442374865
"LOC285696";5.858059729;6.05045347;5.908302466;6.154323147;6.192597567;6.303438928;6.18234774;5.935329486;6.108877366;6.190936649;6.151708519;6.117279602
"LOC285740";3.683302267;3.909982043;4.293635587;4.37872879;3.914326547;4.186497639;4.599072627;4.014553745;4.299180571;3.964808547;4.377918643;4.073305768
"LOC285766";3.586719302;3.505847614;3.517372656;3.551228427;3.553787808;3.590831354;3.62798423;3.584369314;3.613578639;3.523853259;3.464308011;3.603324174
"LOC285768";4.396568671;4.232979991;3.872783281;3.893345661;3.952200425;3.642813791;4.219227452;3.966522965;3.82934729;3.876379474;3.928901424;3.951331281
"LOC285778";4.028511725;4.051063052;4.144472511;3.935043174;4.047877276;4.418608301;4.194246579;4.346046472;3.865530375;4.009041075;3.938632029;3.881954119
"LOC285812";5.240075398;5.021690734;5.978954543;5.660956012;5.077136253;4.929277503;4.784573653;6.023993152;5.088589573;4.804406515;4.924970032;5.260830765
"LOC285819";6.321861416;6.227897627;6.839156652;7.097517191;7.31314312;7.053052414;7.052976075;7.186129499;6.892611528;7.230330464;6.758127655;7.114133253
"LOC285847";5.435691079;5.455842875;5.441101845;5.375509356;5.587456701;5.708372562;5.753699473;5.688872584;5.628573982;5.524219111;5.842065175;5.512908593
"LOC285857";4.66468003;4.794014096;4.710305469;4.70661695;4.794939088;4.698825554;4.757031878;4.516938953;4.876015948;4.8008859;4.660551561;4.709265999
"LOC285889";4.362086582;4.374925107;4.388908248;4.312501759;4.679996562;4.631481975;4.34305194;4.363227976;4.399356559;4.349124632;4.184226203;4.337189712
"LOC285902 /// ZNF273";6.016233114;6.349788537;4.835905844;4.909849743;5.392704227;5.355705159;4.428325805;5.190104003;5.693452193;5.702938404;5.120268034;5.149457883
"LOC285902 /// ZNF273 /// ZNF479";3.652033032;3.800414907;3.711367203;3.644311224;3.807255428;3.547505564;3.738131046;3.652033032;3.68646195;3.689210008;3.69535778;3.568715456
"LOC285902 /// ZNF273 /// ZNF479 /// ZNF733P";3.0208881;3.062558827;3.147717564;3.169468777;3.110520026;3.075634491;3.106457478;3.08937584;3.195061124;3.204704863;2.947141969;3.192040149
"LOC285957";5.773024143;5.973240915;8.782365587;8.337726326;7.79192;8.260345374;8.417546284;8.479258387;7.937693542;8.263667701;8.574072645;8.379992626
"LOC286009";5.799163625;5.729927518;5.511707369;5.611574978;5.631293655;5.732735285;5.694295683;5.631213443;6.053041344;5.96524783;5.892596581;5.506692731
"LOC286052";7.459056276;7.304169265;8.843915142;8.566852102;9.222331816;9.571357663;9.160235746;8.420979217;8.870994116;9.704586241;9.269214477;8.691583772
"LOC286058";4.440753747;4.277070187;4.832124195;4.32856625;5.803113748;4.851850376;4.687242598;5.313681593;5.59031587;5.545690176;4.903122664;4.645868785
"LOC286059";6.818016848;7.101056987;6.424361267;6.226149538;6.767197833;6.497054885;6.345538398;6.333545853;6.720314989;6.364185161;6.489488088;6.531248647
"LOC286068";5.205289834;5.493001577;5.06531115;5.092509588;5.032533818;5.310356781;5.26745008;5.239646825;5.058350738;5.002803009;5.280660689;5.106978145
"LOC286071";4.59637127;4.736576696;5.108283896;5.4695275;5.451280584;5.034216488;5.087306614;5.441227675;5.280961507;5.204972626;5.127015554;5.171048907
"LOC286083";5.226183072;5.307123826;5.159467994;5.251546676;5.187531514;5.182202483;5.110498158;5.228868344;5.179118694;5.44776743;5.265895175;5.273583286
"LOC286087";3.880382742;3.832501612;4.195728447;4.336910279;3.799040214;3.718302173;3.93566324;4.471498205;3.70852815;4.079834877;3.837659633;4.121138544
"LOC286114";5.013044223;4.978122811;4.691140637;5.164048642;5.041831096;5.054723438;5.145216343;4.839555583;5.070158715;4.992809405;5.064162694;4.981191462
"LOC286121";5.28661504;5.358925945;5.14800617;5.404928437;5.091111754;5.174062491;5.200077928;4.986667575;5.06487652;5.356574012;5.150010045;5.285344136
