"GSM1570043";"GSM1570044";"GSM1570045";"GSM1570046";"GSM1570047";"GSM1570048";"GSM1570049";"GSM1570050";"GSM1570051";"GSM1570052";"GSM1570053";"GSM1570054"
"POMT2";7.451859826;7.672101522;6.773967363;6.766221125;7.308011276;6.716752887;6.881049435;6.747458678;6.934016304;6.872741441;6.564833918;6.767078498
"POMZP3";8.799050886;8.482987634;7.733344785;7.795539316;7.390153986;7.711681909;7.587140988;7.744919552;7.776041695;7.007850497;7.660926039;7.650124645
"POMZP3 /// ZP3";9.126253906;8.838131623;8.181338887;8.280171686;7.948333874;8.129047098;8.195196325;8.071538017;8.066335845;7.575036993;8.13149544;8.134231877
"PON1";3.945406506;4.38025819;4.087207063;3.971056521;3.729826421;3.849027706;3.889857801;3.987562585;3.928134568;3.735718998;3.966808021;3.600265206
"PON2";10.16869477;9.998542812;9.07920098;8.544240313;8.919770469;8.750363777;8.634909706;8.964196957;8.876517377;9.259989778;8.869751597;8.956650083
"PON3";4.887463307;5.730997907;4.173085411;4.821345034;4.669521924;4.196149698;4.41389101;4.55595967;4.322162072;4.211163773;4.292843672;4.666901644
"POP1";8.600052456;8.395694996;7.159153945;6.870071462;7.525536285;6.779665577;6.770926951;6.847341406;6.934360432;6.953616065;6.59819587;6.999753003
"POP4";9.915313067;9.88125648;9.587935953;9.396286571;9.158402904;8.97446047;9.111532689;9.442281492;9.056604523;9.146091184;9.05994176;9.426668255
"POP5";10.16171497;10.16753044;9.699577856;9.58965957;9.456856528;9.727720519;9.413943643;9.699280535;9.568848265;9.468181667;9.492359029;9.529795066
"POP7";10.56245866;10.43975236;9.598737609;9.663399909;9.380111013;9.040536895;9.189461865;9.37632253;9.149856322;9.540030255;9.18385094;9.399950068
"POPDC2";4.55584839;4.523982694;4.657219118;4.802833071;4.509435097;5.166018964;4.799907725;4.793919995;4.866039227;4.935192184;4.87353055;4.823731994
"POPDC3";8.62510076;8.563252169;6.499539696;6.842859269;7.143698847;6.674046263;6.448084761;6.757508902;6.412912001;7.456640102;6.161279968;6.510748906
"POR";7.719054976;8.052108434;7.293161223;7.654904851;7.035420664;7.148005554;7.282259827;7.343256171;7.365523381;7.006489018;7.127901319;7.531456644
"PORCN";6.990517849;7.387277682;7.769830088;7.2744535;6.935899436;7.245909649;6.899919618;7.52124093;7.083739437;7.153645593;7.300679881;7.508944592
"POSTN";4.052209558;3.988554023;3.927125566;3.837659633;3.78155716;3.718302173;3.868465201;4.044050054;3.814850145;3.809183303;3.867500101;3.899535259
"POT1";8.931756054;8.893625562;8.612923199;8.329970151;8.675533281;8.538058006;8.216768071;8.64328448;8.759957284;9.086706833;8.829758874;8.532917352
"POT1-AS1 /// RP11-3B12.1";3.160860542;3.27839034;2.982519383;3.243617903;3.221814597;3.273740484;3.124953901;3.112128634;3.137916269;3.063234234;3.203034253;3.104797195
"POTEKP";6.734497572;6.864395807;6.818946989;6.915332284;6.605363506;6.59647823;6.687409088;6.661771386;6.734077456;6.552483846;6.690051235;6.784791255
"POTEM";6.670120725;6.969417581;6.537654436;6.536602384;6.256295829;6.579678524;6.483296304;6.665789376;6.544910763;6.238233561;6.41885612;6.43531649
"POU1F1";3.261921121;3.240024363;3.349924699;3.471381489;3.788568823;3.425916382;3.359543347;3.294024343;3.514283542;3.438291316;3.457581088;3.394591375
"POU2F1";9.9609188;9.905221721;9.489174373;9.807558041;9.056881423;9.195860295;9.356811267;9.401252202;9.262151876;9.13086387;9.355938284;9.551554298
"POU2F2";5.399496189;4.593907388;8.972243539;9.432980775;9.163287224;8.871179372;9.419576856;8.512336216;9.224896165;8.789184411;8.781295835;9.329899668
"POU2F3";3.169814803;3.470755583;3.246553775;3.353674658;3.487573444;3.205871708;3.294419729;3.228786304;3.456561271;3.604841413;3.250404561;3.307433165
"POU3F1";4.801497289;4.740169554;4.509241223;4.547667336;4.595888687;4.488859148;4.434750884;4.431765202;4.372929814;4.447243309;4.509881319;4.459719818
"POU3F2";6.18376157;5.815186039;5.528297827;5.63316588;5.681276819;5.364881267;5.178263122;5.677593614;5.72625616;5.527065169;5.441465958;5.654825045
"POU3F3";6.78661008;6.822383718;6.274681925;6.316973115;6.166640695;5.789596376;6.226618064;6.457048616;6.212139582;6.111447569;6.166994282;6.403021883
"POU3F4";5.652211074;5.83659264;5.671329977;5.660325376;5.633263983;5.826650155;5.926959194;5.594253865;5.697609419;5.784018984;5.869111778;5.685898315
"POU4F1";3.741078381;4.072020446;3.49817622;3.792764979;3.741078381;3.663802452;3.811897118;3.598691731;3.837306502;3.688031771;3.615906163;3.598990318
"POU4F2";3.774555243;3.795821988;3.792764979;3.793137863;3.963316595;3.864944611;3.811624212;3.718302173;4.073385698;3.800219522;3.615906163;3.648104795
"POU4F3";6.229247797;6.093039835;5.694492115;5.909204456;5.613200425;5.964246672;6.000007602;5.92198094;5.967958158;5.749177057;5.921880453;5.885657111
"POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4";6.495254713;6.707737245;6.773613416;6.977471518;6.818566932;6.8996169;7.023618184;6.895164589;7.033867815;6.925075463;7.26524505;6.900481602
"POU5F1B";6.480064578;6.454276419;6.534357281;6.526686723;6.726162762;6.86167969;6.830060884;6.624678837;6.885988179;6.671779241;6.779665577;6.619694987
"POU5F1P3";5.752150192;5.761730485;5.779641139;5.925649719;5.920341106;5.913078999;6.293817641;5.848488438;5.896134222;5.430925971;5.86512817;5.968241829
"POU5F1P4";6.102426607;5.947252267;5.99827933;6.094929339;5.883996306;6.251152488;6.353891288;6.253240922;6.176606313;5.971013707;6.460076298;6.028159866
"POU5F2";4.671171762;4.669088357;4.86918132;4.987366922;4.728248473;4.773117677;4.708713517;4.945861947;4.593857994;5.047019664;4.843502058;4.749210868
"POU6F1";6.135824482;6.354395971;6.260272759;6.240034207;5.922294842;6.46685006;6.26400757;5.977967493;6.283392702;6.254900584;6.882752497;6.300055919
"POU6F2";5.585083388;5.785184276;5.616728958;6.046318836;5.525714498;5.510577231;5.83282505;5.734596966;5.821205912;5.938504998;5.696401198;5.544142951
"POU6F2-AS2";3.426454082;3.262555728;3.25658066;3.174599789;3.199447414;3.117584543;3.166888523;3.150282121;3.11715908;3.25658066;3.009560366;3.216053816
"PP12613";4.59659577;4.676639948;4.575575896;4.674935206;4.42936615;4.403634335;4.596830524;4.40162373;4.497174105;4.355978817;4.23394239;4.366596468
"PP12708";3.855075934;3.92066946;4.282809933;4.36679832;4.348741456;4.887731877;4.257637616;4.443965403;4.773464578;4.299574776;4.919407469;4.461021098
"PP12719";5.32290075;4.861881123;5.164693675;5.201730065;5.929109859;5.798367236;5.546494495;5.472489183;5.985961673;5.41139056;5.383815104;4.988858798
"PP13";4.947717349;4.858260502;4.678573611;4.642087256;4.635722867;4.496128352;4.892328658;4.486761587;4.796366988;4.083957857;4.78324827;4.863890361
"PP13439";3.825548691;3.759751005;3.804398673;3.967372653;3.781381666;3.826236938;4.058483965;3.615963145;3.789527056;4.06664132;3.581107215;3.701370946
"PP14571";4.949108681;5.0172647;4.414484464;4.810937433;4.684148692;4.383528116;4.536395013;4.424044504;4.455763484;4.544683486;4.402184142;4.651898337
"PP2672";3.27759275;3.306313972;3.308988796;3.211459142;3.236315615;3.52263141;3.221595333;3.3327936;3.295231379;3.178286124;3.26689437;3.088300327
"PP2D1";3.762640983;3.795432573;3.957416816;4.044541198;4.120823323;4.03276387;4.22422515;4.16307504;4.266962751;4.961577848;4.460692622;3.995081441
"PP7080";7.366413124;7.200849208;7.02462492;7.076407987;6.991582096;7.035514236;6.923304449;7.04181192;6.947072486;7.137699157;7.269211479;6.954664718
"PPA1";12.05253204;11.9692016;11.22619141;11.37788946;11.31745875;11.27259438;11.3181384;11.19488002;11.35858026;11.23664439;11.26736952;11.1881687
"PPA2";9.874380771;9.685976562;8.936101312;8.988936228;8.369917858;8.387997293;8.849739409;8.801716827;8.887461958;8.582011945;8.890097978;8.866917059
"PPAN /// PPAN-P2RY11";8.640795869;8.903917559;8.271480369;8.380984293;7.772287406;8.066266431;8.150020301;8.196353492;8.00742938;8.080351472;8.251013068;8.22952362
"PPAP2A";8.905653276;8.596950852;8.028574031;7.990365601;7.836059101;8.218611176;7.652482491;8.079438313;8.123001058;7.913312919;8.051146534;7.774487831
"PPAP2B";5.267425353;5.104624248;4.286094991;4.281378187;5.157100867;4.38080117;4.068278454;4.780595973;4.541829477;3.996170394;4.195762881;4.501652434
"PPAP2C";7.849067242;7.536879634;6.407533942;6.845039661;5.946988545;6.33355305;6.35303784;6.451070786;6.435278113;5.986185502;6.473663414;6.378908941
"PPAPDC1A";4.328744901;4.284129275;4.080056988;4.188268455;4.302301828;4.190761465;4.228776946;4.109791606;4.141140146;4.22527163;4.097646237;4.078478718
"PPAPDC1B";9.580444081;9.313383606;9.017936724;10.39225867;10.08471694;9.511374333;9.100460708;9.880974777;10.37960652;9.228255223;9.260118169;9.361062907
"PPAPDC2";8.288537687;8.102975664;8.360515804;8.353784972;8.382380516;8.797085631;8.673915381;8.114208562;8.418261231;8.738219122;8.595939373;8.202003251
"PPAPDC3";5.189272853;5.23586252;5.298203109;5.372100674;5.398028965;5.163148758;5.475727749;5.080172899;5.159938161;5.266999345;5.190401698;5.371055452
"PPARA";7.895542954;7.642187552;7.787336068;7.243752676;7.050528101;7.029751915;7.303362638;7.46047842;7.102595974;6.852198538;7.355452571;7.35702156
"PPARD";8.982270193;9.024366722;8.52774409;8.63140003;8.655073623;9.121292749;8.497797103;8.38963222;9.092781045;8.843322039;8.404162117;8.662477488
"PPARG";9.01306898;8.955959722;7.416633355;7.46490513;7.539255295;6.927543797;7.339693259;7.340561527;7.216344077;6.856832874;7.090196961;7.68410075
"PPARGC1A";4.508199352;4.403204896;5.014535197;4.822745305;4.579875269;4.047110371;5.124070417;4.27559247;4.515708301;4.907404844;4.904506243;4.949633333
"PPARGC1B";9.148411594;9.182280663;8.337045971;8.301397258;8.335724383;8.42264726;8.295318269;7.98889795;7.977694447;8.590369043;8.401966938;8.699756529
"PPAT";11.2398008;11.12317768;10.08543535;10.08432824;10.1037293;9.958959887;9.880873748;10.2200475;9.932052001;9.902113629;10.15403077;10.03592033
"PPBP";3.825421637;4.202394502;9.274077312;9.80080064;9.432115045;8.824480103;8.40758665;9.913687926;9.759313034;8.76471974;8.431720029;8.819771194
"PPBPP2";4.488140758;4.841528874;4.541864458;4.694789004;4.630571567;4.798758526;4.83867586;4.816415494;4.664812764;4.828160318;4.810820306;4.839403932
"PPCDC";7.391208209;7.312709876;7.317230016;6.83132656;8.086826887;7.602030022;7.35281785;7.369984858;7.411829149;7.823944522;7.030514521;7.374406046
"PPCS";10.53815179;10.62961583;10.50933658;10.22997891;10.33694366;10.24555359;10.4409514;10.43164545;10.21335241;10.35420185;10.56597422;10.36581297
"PPDPF";10.00789793;10.21971816;9.717427664;9.869716003;9.462730371;9.539843332;9.664629522;9.775337624;9.648660531;9.167683227;9.439729571;9.709559633
"PPEF1";4.651801066;4.620724425;4.772368882;4.749840997;4.815170771;4.898544258;5.181815509;4.811401088;4.833368508;4.926542068;4.668400236;4.886358716
"PPEF2";3.445191812;3.396289044;3.380509453;3.376768592;3.639331907;3.452941477;3.49583893;3.575356827;3.298357755;3.412677525;3.419256198;3.400430035
"PPFIA1";8.929723226;9.122073838;8.483295358;8.275523389;9.223152205;8.728745805;8.603785373;8.53002705;8.869278186;9.50742862;8.578405066;8.756856506
"PPFIA2";4.859844945;4.637358325;4.649170252;4.90489215;4.766060131;4.672161448;4.895321286;4.55736814;4.708453826;4.709225993;4.699019051;4.70726607
"PPFIA3";7.065596183;6.707871906;6.100715306;6.144182187;6.358959496;6.183433403;6.206733739;6.100409511;6.002908573;6.238841386;6.087007981;6.257460049
"PPFIA4";6.797548515;6.959677104;6.110328754;6.046763215;6.427501619;6.535426979;6.579442321;5.823706748;6.012831174;6.982254021;6.488463994;6.326963207
"PPFIBP1";10.77433756;10.84568283;9.422365972;9.478267984;9.506119944;9.519309511;9.145191394;9.41064987;9.744805644;9.433164815;9.222755158;9.468162402
"PPFIBP2";4.252429662;5.091654277;6.240450142;6.110576851;6.741973719;5.875661865;6.519116011;6.014610289;6.194439946;5.732760981;6.106574278;6.325357997
"PPHLN1";10.14187183;10.13614123;10.23305684;10.13308203;10.19982998;10.4413536;9.946665919;10.21044979;10.26150905;10.24114825;10.37822921;10.02580076
"PPIA";13.72939789;13.72737017;13.50211463;13.51462862;13.36192889;13.42565223;13.48766261;13.49532101;13.4802059;13.3419665;13.45666724;13.48244059
"PPIAL4B /// PPIAL4C /// PPIAL4G";4.658107269;4.581644247;4.680682058;4.789821639;4.316198794;4.9996328;5.192728592;4.526888025;4.685041139;4.448468367;5.230133906;4.547806982
"PPIAP21 /// PPIAP21";8.37900286;8.566196967;7.808869866;7.987660296;8.184242615;8.010923685;8.039248178;8.152964304;8.090807885;8.384909392;7.979202181;7.994612402
"PPIB";12.06602627;12.18735438;11.8412757;11.90322184;11.14582772;11.32163457;11.63085532;11.95021872;11.60542869;10.76240415;11.71502668;11.89506576
"PPIC";11.71106132;11.78168478;10.49305906;10.51474428;10.80338106;10.60153978;10.50369744;10.44776697;10.41432907;10.70086962;10.17434843;10.53632274
"PPID";10.89858779;10.69801169;10.0644681;10.13283456;10.01195623;9.791835168;9.757361125;9.986013916;9.851937771;9.826173391;9.969340004;9.882573078
"PPIE";9.387214613;9.299376604;8.664404586;8.530502881;8.369901812;8.282946154;8.383115622;8.630195081;8.452052643;8.335247682;8.420191928;8.277812486
"PPIEL";6.823152204;6.71883223;6.454313322;6.223054852;6.358696587;6.875755227;6.607879353;6.298932622;6.23142634;6.372250509;6.950323786;6.350961425
"PPIF";10.83785942;10.93044894;9.927216659;10.14281224;10.31819206;9.87566849;10.13019694;9.890822147;10.00637875;10.39377636;9.770253371;10.26330811
"PPIG";10.96209298;10.98069987;10.82288785;10.88354338;10.70774779;10.83910211;10.78940819;10.84268121;10.86782252;10.82007028;10.88354688;10.69805879
"PPIH";10.8800922;10.81934424;9.989707569;10.01695703;9.669285037;9.936597015;9.803440877;10.01825242;9.923447826;9.420300385;9.793663114;10.03904562
"PPIL1";9.520949837;9.486446778;8.345392055;8.51026315;8.501163042;8.450639605;7.952164746;8.464678158;8.218543297;8.494040286;8.488207278;8.06562113
"PPIL2";8.180095881;8.316318247;8.025755029;7.755738449;7.846445647;7.995557668;8.188255225;7.918742822;7.984684775;7.77088814;8.457848149;8.013680422
"PPIL3";9.857362017;9.886312959;9.457878527;9.647321913;9.328025283;9.51396615;9.394721806;9.392755782;9.394334329;9.25417227;9.507869051;9.233517663
"PPIL4";9.971670828;10.20891375;9.499582556;9.673191771;9.776852247;9.950197655;9.782377247;9.799780303;9.826562738;9.827467575;9.918951919;9.565171233
"PPIL6";6.636677525;6.365410303;5.879417085;5.884110468;5.488954929;5.517250946;5.714451889;6.173434227;5.983504343;5.64137825;6.000564165;6.015805909
"PPIP5K1";8.330027183;8.123650616;7.260601318;7.385266487;7.177336195;7.140830503;7.134658686;7.506840759;7.353727293;7.155952423;7.161532869;7.004929303
"PPIP5K2";7.76663958;7.81339104;8.016586485;7.777776179;8.201882649;7.90121841;7.891301408;7.865336625;8.061343202;8.44310577;7.770577686;8.212563399
"PPL";8.877862528;8.989734639;7.290015486;7.561584403;7.756797617;7.517079318;7.583452282;7.291928794;7.750086693;7.965757763;7.388481211;7.454613496
"PPM1A";10.05015686;9.7609698;10.39063733;10.19861006;10.8893939;10.44319081;10.34938658;10.53400077;10.35838949;10.86470857;10.19230951;10.2738614
"PPM1B";9.703842889;9.873761431;10.5988724;10.47340563;10.84608527;10.87114782;10.6988096;10.66610276;10.61297986;10.96796085;10.77111481;10.52417463
"PPM1D";9.143343193;8.973425161;8.199333853;8.21372259;8.704133104;7.933475953;8.324574074;7.9235459;8.069427657;8.769753193;7.699821132;8.39854797
"PPM1E";4.663503738;5.293288686;4.188126844;4.512021532;4.371507494;4.036537773;4.489962071;4.437965991;4.129182715;4.405424487;4.075939978;4.034362281
"PPM1F";7.468997494;7.151070383;8.289666024;7.769928944;9.600064517;8.582176766;8.765836396;8.001466477;8.513955707;9.661433377;7.933399706;8.690404582
"PPM1G";10.58545432;10.6272358;9.857928006;9.963576101;9.196764504;9.471243458;9.692593793;9.946403833;9.536435792;9.024904791;9.528507533;9.775191951
"PPM1H";7.320785884;7.358723245;6.671455383;6.460415734;6.591031371;6.589248467;6.767578565;6.334017641;6.259368663;6.411400964;6.395451842;7.00791551
"PPM1J";7.376837501;7.247333353;6.498956116;6.784035891;6.66957286;6.79957609;6.702121842;6.590948062;6.764838057;6.448333324;6.476199957;6.683325523
"PPM1K";6.975651227;7.146358716;8.69071608;9.612543644;8.24218086;8.766594371;8.461760228;9.183618588;9.250871642;8.504140539;8.882544046;8.409463103
"PPM1L";6.765118694;6.888958721;8.313236334;7.560814391;7.084618813;5.264751653;6.571325967;8.215938036;5.932050929;6.482724252;6.471273132;7.579254462
"PPM1M";6.368149608;6.095030221;8.647609866;7.949951178;8.375389037;8.132631465;8.727839804;8.095127874;8.343089445;8.429344611;8.579727433;8.594709315
"PPM1N";7.534033583;7.055987832;7.062236336;7.072336408;7.840326721;7.979153703;7.802061786;7.161736882;7.245712826;7.89489861;7.62864233;7.100369527
"PPME1";10.08383312;10.10676308;9.076460176;8.934292199;8.706670398;8.743858205;8.983230978;9.045486997;9.158547971;8.788840821;8.803921708;8.993526451
"PPOX";7.706573954;7.711415293;7.407249469;7.85214426;6.966318948;7.508395126;7.315002761;7.472976979;7.527950825;7.071397952;7.495800592;7.479410179
"PPP1CA";10.70555684;10.81097672;10.75733084;10.71729721;10.08793259;10.01378506;10.47153667;10.9216376;10.32823306;9.546775604;10.37435582;10.69070928
"PPP1CB";12.05420501;12.10700149;12.16498404;12.10312463;12.18220671;12.16109536;12.14011526;12.09317804;12.13855464;12.17390525;12.25368713;12.18286792
"PPP1CC";11.7489839;11.699126;11.33136938;11.34052546;11.2568228;11.31659973;11.30012757;11.37079827;11.32375936;11.29321841;11.37588177;11.37412875
"PPP1R10";11.00186962;10.93768128;10.80019278;10.65752503;10.68367722;10.63782867;10.80278575;10.77072615;10.74306061;10.62501325;10.6356766;10.73898084
"PPP1R11";9.408527835;8.937963235;9.710419406;9.686778235;9.711871338;9.682669123;9.80493371;9.889450679;9.532312045;9.770312962;9.67915655;9.944823624
"PPP1R12A";10.64922888;10.68105174;11.01978257;10.8416211;11.10008467;10.92657476;10.71772232;11.05400791;10.73088783;11.36907249;10.83288113;10.77176497
"PPP1R12B";6.571814992;7.211477626;7.467613805;6.8084978;8.660153742;8.021417071;7.792394895;8.070379475;8.498349926;8.465520657;7.09614458;7.495880556
"PPP1R12C";7.705942324;7.708902803;7.757397477;7.774440711;7.55423747;7.707264311;7.795007938;7.656933923;7.665444397;7.800409883;7.641720983;7.85803464
"PPP1R13B";8.311410587;8.460023256;8.415128512;8.188466373;8.105336085;8.10446391;7.789625273;8.531188091;8.078413668;7.994094387;7.95659086;7.979010279
"PPP1R13L";8.13115549;7.913213855;6.652788339;6.634726584;6.635384072;6.341971612;6.30546523;6.772256083;6.410828638;6.784026824;6.433237007;6.81048665
"PPP1R14A";5.631303373;5.613332309;5.763744077;7.240280794;6.59811137;6.6111394;5.744237409;7.029645449;7.3912673;5.558820645;5.540656956;6.325338675
"PPP1R14B";10.70422432;10.64364318;9.507933379;9.752950554;9.429978138;9.311787104;9.549411537;9.456997708;9.743459995;9.213594928;9.415483992;9.595682475
